host_identity_verified,neighbourhood group,neighbourhood,lat,long,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,reviews per month,review rate number,calculated host listings count,availability 365
verified,Manhattan,Upper East Side,40.76205,-73.96382,True,moderate,Entire home/apt,2008,251.0,50.0,2,145,3.05,5.0,1,298
unconfirmed,Brooklyn,Bedford-Stuyvesant,40.68678,-73.9513,True,flexible,Entire home/apt,2022,716.0,143.0,1,6,0.13,5.0,1,0
verified,Brooklyn,Bay Ridge,40.63014,-74.027,True,strict,Entire home/apt,2019,176.0,35.0,7,10,0.21,5.0,1,0
unconfirmed,Brooklyn,Bedford-Stuyvesant,40.68618,-73.93273,True,moderate,Private room,2011,310.0,62.0,3,7,0.15,1.0,1,0
unconfirmed,Brooklyn,Williamsburg,40.70608,-73.9433,True,strict,Private room,2007,587.0,117.0,2,0,0.74,1.0,2,0
verified,Manhattan,Hell's Kitchen,40.75538,-73.99751,True,strict,Private room,2015,420.0,84.0,2,0,0.74,4.0,1,0
verified,Brooklyn,Williamsburg,40.70275,-73.93445,True,flexible,Entire home/apt,2011,361.0,72.0,1,191,3.97,4.0,1,290
unconfirmed,Brooklyn,Greenpoint,40.72435,-73.95154,True,strict,Private room,2008,103.0,21.0,1,119,2.57,4.0,2,1
unconfirmed,Brooklyn,Crown Heights,40.66514,-73.95688,False,flexible,Entire home/apt,2017,818.0,164.0,3,56,1.25,5.0,1,333
unconfirmed,Brooklyn,Prospect Heights,40.68024,-73.96658,True,moderate,Private room,2007,612.0,122.0,1,213,4.42,5.0,2,38
unconfirmed,Brooklyn,Bedford-Stuyvesant,40.68906,-73.93751,False,flexible,Entire home/apt,2014,530.0,106.0,2,149,4.08,1.0,1,142
unconfirmed,Brooklyn,Flatbush,40.63968,-73.95215,False,moderate,Entire home/apt,2009,99.0,20.0,3,105,2.67,2.0,1,195
verified,Manhattan,Gramercy,40.73366,-73.98313,False,flexible,Private room,2017,518.0,104.0,1,4,0.08,2.0,1,0
verified,Brooklyn,Williamsburg,40.70732,-73.95259,False,moderate,Entire home/apt,2018,238.0,48.0,3,4,0.08,3.0,2,0
unconfirmed,Manhattan,Nolita,40.72261,-73.99333,True,flexible,Private room,2019,1112.0,222.0,12,0,0.74,5.0,2,0
unconfirmed,Manhattan,Gramercy,40.73768,-73.98727,True,strict,Entire home/apt,2005,455.0,91.0,3,0,0.74,5.0,1,0
verified,Brooklyn,Williamsburg,40.7128,-73.94175,False,moderate,Entire home/apt,2015,82.0,16.0,1,0,0.74,5.0,1,0
unconfirmed,Brooklyn,Williamsburg,40.70414,-73.93408,True,flexible,Entire home/apt,2022,164.0,33.0,6,34,0.72,4.0,1,76
verified,Brooklyn,Williamsburg,40.71332,-73.95291,True,strict,Entire home/apt,2018,915.0,183.0,3,1,0.02,3.0,1,0
verified,Queens,Sunnyside,40.74824,-73.91361,False,strict,Private room,2019,125.0,25.0,4,42,0.89,1.0,2,1
unconfirmed,Brooklyn,Bedford-Stuyvesant,40.68141,-73.95841,False,flexible,Entire home/apt,2019,332.0,66.0,7,9,0.2,4.0,2,365
verified,Brooklyn,Park Slope,40.68049,-73.97662,False,strict,Private room,2008,870.0,174.0,8,7,0.15,1.0,1,11
verified,Brooklyn,Williamsburg,40.70891,-73.94161,True,moderate,Private room,2003,163.0,33.0,3,8,0.17,4.0,2,0
unconfirmed,Brooklyn,Bushwick,40.70414,-73.92888,True,strict,Private room,2014,765.0,153.0,2,24,0.58,2.0,1,0
unconfirmed,Manhattan,Gramercy,40.73764,-73.9819,True,strict,Entire home/apt,2005,614.0,123.0,1,0,0.74,2.0,1,0
unconfirmed,Brooklyn,Prospect-Lefferts Gardens,40.66037,-73.95901,True,strict,Entire home/apt,2013,552.0,110.0,2,7,0.15,5.0,1,0
unconfirmed,Brooklyn,Williamsburg,40.71326,-73.9542,False,moderate,Private room,2015,52.0,10.0,10,0,0.74,1.0,1,0
verified,Brooklyn,Gowanus,40.6798,-73.98231,True,moderate,Entire home/apt,2018,304.0,61.0,1,4,0.08,4.0,1,0
verified,Manhattan,Chelsea,40.73925,-74.0,True,moderate,Entire home/apt,2010,752.0,150.0,3,94,2.02,3.0,1,8
verified,Manhattan,East Village,40.72528,-73.97882,True,moderate,Entire home/apt,2019,93.0,19.0,4,38,0.8,5.0,1,0
verified,Manhattan,East Village,40.72361,-73.98395,True,strict,Private room,2015,237.0,47.0,1,6,0.12,3.0,1,0
verified,Brooklyn,Bedford-Stuyvesant,40.68558,-73.9281,False,moderate,Entire home/apt,2020,314.0,63.0,3,1,0.02,4.0,1,0
unconfirmed,Brooklyn,Carroll Gardens,40.67541,-73.99812,True,flexible,Private room,2004,922.0,184.0,1,0,0.74,3.0,1,0
unconfirmed,Brooklyn,Crown Heights,40.68073,-73.96369,True,moderate,Entire home/apt,2018,360.0,72.0,2,15,0.31,1.0,1,0
verified,Brooklyn,Bushwick,40.69696,-73.93433,True,flexible,Entire home/apt,2021,660.0,132.0,5,71,1.54,3.0,1,238
unconfirmed,Manhattan,Hell's Kitchen,40.75864,-73.99056,False,moderate,Entire home/apt,2008,998.0,200.0,3,149,3.11,4.0,1,201
unconfirmed,Manhattan,Chelsea,40.74582,-73.99472,True,flexible,Private room,2006,654.0,131.0,1,0,0.74,1.0,1,0
verified,Brooklyn,South Slope,40.66266,-73.98885,True,flexible,Entire home/apt,2016,595.0,119.0,3,4,0.09,5.0,1,0
verified,Manhattan,Upper East Side,40.78235,-73.95058,False,flexible,Private room,2020,600.0,120.0,25,4,0.08,2.0,1,0
verified,Brooklyn,Williamsburg,40.71802,-73.95228,False,strict,Entire home/apt,2022,100.0,20.0,1,1,0.03,1.0,1,0
unconfirmed,Brooklyn,Bedford-Stuyvesant,40.69127,-73.93983,False,flexible,Private room,2008,978.0,196.0,1,23,0.56,4.0,1,365
verified,Queens,Astoria,40.767,-73.93051,False,strict,Entire home/apt,2011,710.0,142.0,4,1,0.03,4.0,1,0
verified,Manhattan,Financial District,40.70862,-74.01408,True,flexible,Entire home/apt,2022,381.0,76.0,30,3,0.09,5.0,121,364
unconfirmed,Queens,Astoria,40.7573,-73.92773,False,moderate,Private room,2003,897.0,179.0,1,0,0.74,4.0,1,0
unconfirmed,Manhattan,Hell's Kitchen,40.76432,-73.99396,True,flexible,Entire home/apt,2014,901.0,180.0,4,19,0.43,1.0,1,343
verified,Brooklyn,South Slope,40.66707,-73.98994,False,flexible,Entire home/apt,2014,221.0,44.0,1,4,0.09,3.0,1,0
unconfirmed,Manhattan,Financial District,40.70725,-74.01533,True,flexible,Entire home/apt,2003,987.0,197.0,1,0,0.74,3.0,1,0
verified,Manhattan,East Village,40.72295,-73.98246,True,strict,Entire home/apt,2003,605.0,121.0,4,4,0.09,5.0,1,0
verified,Manhattan,Upper West Side,40.7787,-73.98407,False,moderate,Entire home/apt,2012,686.0,137.0,3,2,0.05,3.0,1,0
verified,Brooklyn,Flatbush,40.65036,-73.96306,False,strict,Private room,2018,689.0,138.0,1,0,0.74,1.0,2,0
verified,Manhattan,Upper East Side,40.77673,-73.95078,True,moderate,Private room,2018,819.0,164.0,1,7,0.2,3.0,1,0
verified,Manhattan,Upper East Side,40.77085,-73.95725,False,moderate,Entire home/apt,2008,211.0,42.0,30,4,0.11,1.0,29,315
unconfirmed,Brooklyn,Bushwick,40.69593,-73.92057,False,strict,Entire home/apt,2014,935.0,187.0,3,135,2.99,1.0,2,247
unconfirmed,Brooklyn,Crown Heights,40.67804,-73.95411,False,moderate,Private room,2007,862.0,172.0,1,1,0.05,2.0,3,0
verified,Brooklyn,Crown Heights,40.67628,-73.95422,True,strict,Private room,2015,1056.0,211.0,1,1,0.04,4.0,3,0
verified,Brooklyn,Bushwick,40.68949,-73.91191,True,flexible,Private room,2012,674.0,135.0,5,0,0.74,4.0,1,0
unconfirmed,Manhattan,East Village,40.72682,-73.97845,True,flexible,Entire home/apt,2005,391.0,78.0,1,0,0.74,4.0,1,0
verified,Manhattan,Battery Park City,40.71011,-74.01457,False,strict,Private room,2005,362.0,72.0,2,31,0.65,2.0,1,0
verified,Brooklyn,Midwood,40.62467,-73.96406,False,flexible,Entire home/apt,2003,1088.0,218.0,2,13,0.37,2.0,1,0
unconfirmed,Manhattan,NoHo,40.7256,-73.99555,False,strict,Private room,2010,888.0,178.0,1,3,0.06,3.0,1,0
verified,Brooklyn,Bedford-Stuyvesant,40.68544,-73.93872,False,flexible,Entire home/apt,2005,566.0,113.0,3,64,1.38,2.0,1,296
verified,Brooklyn,Borough Park,40.64305,-73.99959,False,moderate,Private room,2016,1061.0,212.0,2,1,0.02,5.0,2,0
verified,Brooklyn,Boerum Hill,40.68852,-73.98697,True,strict,Entire home/apt,2020,1018.0,204.0,5,12,0.25,2.0,1,0
verified,Brooklyn,Bedford-Stuyvesant,40.69141,-73.934,True,moderate,Entire home/apt,2012,931.0,186.0,4,54,1.14,1.0,1,0
unconfirmed,Brooklyn,Bushwick,40.70512,-73.92187,False,flexible,Private room,2012,783.0,157.0,3,3,0.06,3.0,1,0
unconfirmed,Bronx,Hunts Point,40.81335,-73.8873,True,flexible,Private room,2011,171.0,34.0,30,15,0.32,4.0,6,333
verified,Manhattan,Harlem,40.8051,-73.95069,True,flexible,Entire home/apt,2010,463.0,93.0,2,1,0.02,3.0,1,0
unconfirmed,Bronx,Hunts Point,40.81395,-73.88675,False,moderate,Private room,2017,960.0,192.0,30,21,0.44,1.0,6,343
unconfirmed,Queens,Sunnyside,40.74601,-73.9149,True,moderate,Entire home/apt,2009,428.0,86.0,15,0,0.74,2.0,1,18
unconfirmed,Manhattan,East Harlem,40.81211,-73.9378,True,flexible,Private room,2009,312.0,62.0,3,134,2.88,1.0,1,90
verified,Brooklyn,Flatbush,40.64935,-73.96485,True,strict,Private room,2010,345.0,69.0,2,24,1.48,3.0,1,175
unconfirmed,Manhattan,Upper West Side,40.8012,-73.96382,False,strict,Private room,2006,539.0,108.0,3,9,0.19,1.0,1,0
verified,Manhattan,Harlem,40.81095,-73.9443,False,flexible,Entire home/apt,2016,426.0,85.0,2,12,0.65,1.0,1,0
unconfirmed,Brooklyn,Bushwick,40.68496,-73.91107,True,flexible,Private room,2022,901.0,180.0,14,15,0.48,5.0,1,0
verified,Manhattan,SoHo,40.72547,-74.01,True,flexible,Private room,2012,1031.0,206.0,7,51,1.11,3.0,2,156
verified,Brooklyn,Fort Greene,40.68799,-73.97314,True,flexible,Entire home/apt,2011,98.0,20.0,2,19,0.4,1.0,1,1
verified,Brooklyn,Williamsburg,40.71477,-73.94761,False,flexible,Private room,2009,971.0,194.0,5,5,0.11,3.0,1,0
unconfirmed,Brooklyn,Williamsburg,40.71733,-73.95566,False,moderate,Entire home/apt,2012,66.0,13.0,6,0,0.74,5.0,1,0
verified,Brooklyn,Williamsburg,40.70884,-73.95742,False,strict,Private room,2010,843.0,169.0,1,3,0.06,1.0,1,0
verified,Brooklyn,Williamsburg,40.71704,-73.94509,True,strict,Private room,2005,128.0,26.0,1,0,0.74,1.0,1,0
verified,Brooklyn,Bushwick,40.70192,-73.92928,True,moderate,Private room,2017,938.0,188.0,1,7,0.15,3.0,1,0
verified,Brooklyn,Crown Heights,40.67065,-73.93544,True,flexible,Private room,2022,112.0,22.0,8,1,0.02,3.0,1,0
verified,Manhattan,Chelsea,40.7394,-73.99838,True,moderate,Entire home/apt,2004,819.0,164.0,1,10,0.22,5.0,1,6
verified,Brooklyn,Vinegar Hill,40.70146,-73.98188,False,strict,Entire home/apt,2021,1028.0,206.0,30,23,0.49,1.0,1,268
verified,Manhattan,Midtown,40.75737,-73.96916,True,strict,Private room,2014,1144.0,229.0,1,1,0.02,5.0,1,0
verified,Brooklyn,Clinton Hill,40.69188,-73.9607,False,moderate,Private room,2010,1131.0,226.0,5,0,0.74,2.0,1,0
verified,Manhattan,Washington Heights,40.8327,-73.94486,True,flexible,Entire home/apt,2022,905.0,181.0,1,3,0.06,4.0,1,0
unconfirmed,Manhattan,Chinatown,40.71612,-73.99121,False,flexible,Entire home/apt,2011,738.0,148.0,1,0,0.74,3.0,1,0
verified,Manhattan,Upper West Side,40.77778,-73.9781,False,strict,Private room,2015,546.0,109.0,2,183,3.9,4.0,1,263
verified,Manhattan,Harlem,40.80313,-73.95742,True,flexible,Private room,2022,699.0,140.0,2,1,0.02,4.0,1,0
verified,Manhattan,Harlem,40.81189,-73.94148,True,moderate,Private room,2006,220.0,44.0,2,20,0.42,1.0,1,0
unconfirmed,Manhattan,Lower East Side,40.71289,-73.98877,True,flexible,Private room,2004,779.0,156.0,3,27,0.56,1.0,2,261
verified,Brooklyn,Bedford-Stuyvesant,40.68887,-73.95393,True,strict,Private room,2012,178.0,36.0,1,2,0.04,1.0,1,0
verified,Manhattan,Financial District,40.70552,-74.00841,True,strict,Entire home/apt,2013,947.0,189.0,1,3,0.06,5.0,1,0
unconfirmed,Brooklyn,Park Slope,40.66889,-73.97617,True,moderate,Entire home/apt,2014,1087.0,217.0,2,60,1.26,3.0,1,0
unconfirmed,Manhattan,Hell's Kitchen,40.7603,-73.99222,True,flexible,Entire home/apt,2007,379.0,76.0,3,203,4.27,2.0,1,271
verified,Manhattan,East Harlem,40.79042,-73.94641,False,moderate,Private room,2012,428.0,86.0,4,37,0.77,2.0,1,0
unconfirmed,Brooklyn,Williamsburg,40.7129,-73.95565,False,strict,Entire home/apt,2016,604.0,121.0,14,2,0.04,2.0,1,0
verified,Manhattan,Harlem,40.82034,-73.94345,False,moderate,Private room,2007,188.0,38.0,1,0,0.74,4.0,1,0
unconfirmed,Brooklyn,Gowanus,40.67758,-73.98519,True,flexible,Private room,2014,860.0,172.0,2,96,2.07,4.0,1,41
verified,Brooklyn,Greenpoint,40.72402,-73.9415,True,flexible,Entire home/apt,2018,410.0,82.0,5,2,0.04,1.0,1,0
unconfirmed,Brooklyn,Prospect-Lefferts Gardens,40.65736,-73.96094,False,moderate,Private room,2016,231.0,46.0,1,107,2.22,3.0,2,46
unconfirmed,Manhattan,Upper West Side,40.79452,-73.97065,True,moderate,Private room,2021,265.0,53.0,1,12,0.27,3.0,1,0
verified,Manhattan,Harlem,40.80772,-73.951,True,flexible,Entire home/apt,2019,1123.0,225.0,2,1,0.02,2.0,1,0
unconfirmed,Manhattan,Lower East Side,40.71281,-73.98705,True,moderate,Entire home/apt,2016,453.0,91.0,4,68,2.54,1.0,1,44
verified,Manhattan,Upper West Side,40.79955,-73.96369,False,flexible,Entire home/apt,2015,460.0,92.0,2,7,0.15,2.0,1,0
unconfirmed,Brooklyn,Bedford-Stuyvesant,40.68346,-73.95551,False,moderate,Private room,2017,1200.0,240.0,2,30,1.97,1.0,1,0
unconfirmed,Manhattan,Upper East Side,40.7631,-73.96393,False,strict,Entire home/apt,2020,793.0,159.0,3,19,0.41,2.0,1,0
verified,Manhattan,Inwood,40.86464,-73.92768,False,strict,Entire home/apt,2007,562.0,112.0,14,7,0.15,5.0,1,21
unconfirmed,Manhattan,Harlem,40.82599,-73.94238,True,flexible,Private room,2003,1191.0,238.0,1,0,0.74,4.0,1,0
unconfirmed,Manhattan,West Village,40.73764,-73.99887,True,flexible,Entire home/apt,2007,205.0,41.0,3,4,0.08,1.0,1,0
unconfirmed,Brooklyn,Crown Heights,40.67215,-73.94126,False,flexible,Entire home/apt,2005,492.0,98.0,2,63,1.41,3.0,1,0
unconfirmed,Manhattan,East Village,40.72962,-73.98932,True,strict,Private room,2022,329.0,66.0,16,9,0.19,3.0,1,23
unconfirmed,Brooklyn,Prospect-Lefferts Gardens,40.65845,-73.96064,True,moderate,Private room,2015,592.0,118.0,1,140,4.0,4.0,2,40
verified,Manhattan,Greenwich Village,40.73528,-73.99744,False,moderate,Entire home/apt,2022,1084.0,217.0,2,193,4.13,2.0,1,169
verified,Queens,Long Island City,40.7432,-73.95565,False,strict,Entire home/apt,2010,664.0,133.0,2,6,0.13,1.0,1,0
verified,Manhattan,Upper West Side,40.79045,-73.97361,True,flexible,Entire home/apt,2008,636.0,127.0,5,12,0.26,4.0,1,0
unconfirmed,Manhattan,Harlem,40.82652,-73.95304,False,moderate,Private room,2010,462.0,92.0,1,151,3.17,4.0,1,0
unconfirmed,Brooklyn,Fort Greene,40.68896,-73.97737,True,moderate,Entire home/apt,2003,684.0,137.0,30,7,0.19,1.0,21,342
unconfirmed,Manhattan,Harlem,40.82929,-73.94182,False,moderate,Private room,2007,549.0,110.0,1,1,0.02,1.0,1,0
verified,Brooklyn,Boerum Hill,40.68857,-73.98668,False,moderate,Entire home/apt,2004,140.0,28.0,30,7,0.15,4.0,21,360
verified,Brooklyn,South Slope,40.66671,-73.98172,True,strict,Private room,2017,623.0,125.0,2,5,0.1,5.0,3,0
unconfirmed,Queens,Ditmars Steinway,40.77672,-73.91956,True,flexible,Entire home/apt,2020,879.0,176.0,3,109,2.34,3.0,1,271
unconfirmed,Manhattan,Midtown,40.76372,-73.98081,True,moderate,Entire home/apt,2021,614.0,123.0,7,0,0.74,1.0,1,0
verified,Manhattan,Upper West Side,40.794,-73.97632,True,strict,Entire home/apt,2019,466.0,93.0,5,16,0.34,1.0,1,0
unconfirmed,Manhattan,Washington Heights,40.83353,-73.94393,True,flexible,Private room,2020,203.0,41.0,4,45,2.23,3.0,1,59
verified,Brooklyn,Williamsburg,40.70641,-73.96801,True,strict,Entire home/apt,2007,401.0,80.0,1,0,0.74,3.0,1,0
unconfirmed,Brooklyn,Williamsburg,40.71272,-73.96632,False,flexible,Entire home/apt,2009,242.0,48.0,1,0,0.74,3.0,1,0
unconfirmed,Queens,Astoria,40.76254,-73.91415,True,moderate,Private room,2008,195.0,39.0,2,7,0.15,5.0,2,0
unconfirmed,Brooklyn,Bushwick,40.69095,-73.92386,False,moderate,Private room,2006,1080.0,216.0,4,8,0.17,2.0,1,0
unconfirmed,Brooklyn,Clinton Hill,40.69342,-73.9611,False,strict,Private room,2022,1124.0,225.0,30,20,0.42,4.0,11,249
unconfirmed,Brooklyn,Clinton Hill,40.69411,-73.96151,True,moderate,Private room,2016,822.0,164.0,30,31,0.66,2.0,11,314
unconfirmed,Bronx,Concourse,40.82381,-73.92725,False,strict,Entire home/apt,2016,130.0,26.0,1,1,0.02,1.0,1,0
verified,Manhattan,Harlem,40.82112,-73.94962,True,moderate,Entire home/apt,2008,315.0,63.0,1,7,0.15,1.0,1,10
unconfirmed,Brooklyn,Crown Heights,40.67552,-73.96041,True,flexible,Entire home/apt,2007,591.0,118.0,5,4,0.09,5.0,1,10
verified,Brooklyn,Bedford-Stuyvesant,40.68338,-73.92072,False,flexible,Entire home/apt,2011,386.0,77.0,3,125,2.66,4.0,1,315
verified,Brooklyn,Windsor Terrace,40.64813,-73.97237,True,strict,Private room,2003,599.0,120.0,1,66,1.38,1.0,3,228
verified,Brooklyn,Williamsburg,40.70889,-73.94113,True,flexible,Private room,2015,553.0,111.0,1,1,0.02,3.0,1,0
unconfirmed,Queens,Flushing,40.74823,-73.8084,True,strict,Private room,2022,927.0,185.0,1,158,3.35,4.0,2,355
unconfirmed,Manhattan,Chelsea,40.74466,-73.99504,True,flexible,Entire home/apt,2008,918.0,184.0,2,4,0.09,3.0,1,0
verified,Manhattan,Midtown,40.75176,-73.96921,False,strict,Entire home/apt,2017,209.0,42.0,1,1,0.02,5.0,1,0
verified,Manhattan,Hell's Kitchen,40.76548,-73.99155,False,flexible,Private room,2022,310.0,62.0,1,0,0.74,1.0,1,0
unconfirmed,Manhattan,Chinatown,40.71379,-73.99112,True,flexible,Entire home/apt,2019,934.0,187.0,3,39,0.85,3.0,1,19
verified,Manhattan,Hell's Kitchen,40.75894,-73.9915,False,strict,Private room,2006,771.0,154.0,1,142,3.1,4.0,5,164
verified,Brooklyn,Prospect Heights,40.67505,-73.96711,True,strict,Entire home/apt,2009,239.0,48.0,2,5,0.11,1.0,1,0
unconfirmed,Brooklyn,South Slope,40.66293,-73.9838,True,moderate,Entire home/apt,2009,269.0,54.0,1,3,0.06,1.0,1,0
unconfirmed,Brooklyn,Greenpoint,40.72961,-73.95656,False,flexible,Entire home/apt,2009,1159.0,232.0,1,0,0.74,2.0,1,0
unconfirmed,Manhattan,Upper West Side,40.79397,-73.97376,False,flexible,Entire home/apt,2022,215.0,43.0,3,1,0.02,2.0,1,0
verified,Brooklyn,Prospect-Lefferts Gardens,40.65591,-73.95866,True,moderate,Private room,2012,515.0,103.0,15,2,0.04,4.0,1,0
unconfirmed,Manhattan,Morningside Heights,40.80674,-73.96141,False,strict,Private room,2017,120.0,24.0,1,0,0.74,4.0,1,0
verified,Brooklyn,Bedford-Stuyvesant,40.68366,-73.9247,True,flexible,Private room,2006,549.0,110.0,2,186,3.89,4.0,1,6
verified,Manhattan,Greenwich Village,40.73049,-74.00111,False,moderate,Private room,2018,88.0,18.0,2,0,0.74,2.0,1,0
verified,Manhattan,Harlem,40.80256,-73.94524,False,strict,Private room,2006,644.0,129.0,30,27,0.61,5.0,1,0
verified,Brooklyn,Boerum Hill,40.68234,-73.98088,False,moderate,Private room,2006,485.0,97.0,3,0,0.74,2.0,1,0
unconfirmed,Manhattan,Upper West Side,40.78323,-73.97721,True,strict,Entire home/apt,2008,1153.0,231.0,3,1,0.02,1.0,1,0
unconfirmed,Manhattan,Lower East Side,40.71767,-73.99004,True,strict,Entire home/apt,2006,547.0,109.0,1,26,0.54,5.0,1,0
unconfirmed,Brooklyn,Williamsburg,40.70461,-73.93845,False,flexible,Private room,2010,934.0,187.0,21,16,0.34,4.0,1,0
unconfirmed,Manhattan,Harlem,40.81208,-73.95097,True,flexible,Entire home/apt,2004,114.0,23.0,3,1,0.03,5.0,1,0
verified,Manhattan,SoHo,40.72487,-73.99858,False,strict,Entire home/apt,2018,1002.0,200.0,1,0,0.74,5.0,1,0
unconfirmed,Manhattan,Financial District,40.70406,-74.01227,False,moderate,Entire home/apt,2017,651.0,130.0,1,0,0.74,5.0,1,0
verified,Brooklyn,Clinton Hill,40.68973,-73.96073,False,flexible,Private room,2010,1033.0,207.0,2,2,0.04,2.0,1,0
unconfirmed,Manhattan,West Village,40.73453,-74.00656,False,moderate,Entire home/apt,2004,650.0,130.0,1,0,0.74,3.0,1,0
verified,Manhattan,Upper West Side,40.80089,-73.96752,True,flexible,Shared room,2004,632.0,126.0,1,0,0.74,5.0,1,0
verified,Queens,Jamaica,40.68692,-73.78022,False,strict,Private room,2003,1092.0,218.0,1,63,1.34,2.0,2,250
verified,Brooklyn,Greenpoint,40.72717,-73.94697,True,strict,Entire home/apt,2022,984.0,197.0,2,21,0.45,1.0,1,188
verified,Brooklyn,Bushwick,40.68902,-73.9156,False,strict,Entire home/apt,2017,954.0,191.0,2,172,3.6,1.0,5,136
unconfirmed,Queens,Ridgewood,40.69962,-73.90439,True,strict,Entire home/apt,2003,820.0,164.0,2,108,2.28,5.0,1,321
unconfirmed,Manhattan,Upper East Side,40.77459,-73.9476,True,strict,Private room,2022,217.0,43.0,2,18,0.38,1.0,1,0
verified,Brooklyn,South Slope,40.66627,-73.98954,False,strict,Entire home/apt,2019,1096.0,219.0,60,1,0.38,1.0,1,282
verified,Manhattan,East Village,40.72475,-73.98009,True,moderate,Entire home/apt,2022,475.0,95.0,3,0,0.74,1.0,1,0
unconfirmed,Manhattan,Midtown,40.7601,-73.96746,True,strict,Private room,2011,713.0,143.0,1,0,0.74,2.0,1,0
verified,Queens,Long Island City,40.75037,-73.91265,True,flexible,Private room,2015,713.0,143.0,4,28,0.59,2.0,2,364
verified,Manhattan,Lower East Side,40.72028,-73.98182,False,strict,Private room,2014,842.0,168.0,3,1,0.03,2.0,1,0
verified,Brooklyn,Bushwick,40.69574,-73.9286,False,flexible,Private room,2013,294.0,59.0,14,10,0.21,3.0,1,0
unconfirmed,Brooklyn,Greenpoint,40.72541,-73.95279,True,moderate,Private room,2019,539.0,108.0,12,0,0.74,4.0,1,0
verified,Brooklyn,Bedford-Stuyvesant,40.6862,-73.9542,False,moderate,Entire home/apt,2017,487.0,97.0,4,7,0.15,5.0,1,18
unconfirmed,Brooklyn,Williamsburg,40.71163,-73.95186,False,strict,Entire home/apt,2012,306.0,61.0,7,33,0.7,1.0,1,0
verified,Brooklyn,Williamsburg,40.71009,-73.95398,False,flexible,Entire home/apt,2012,480.0,96.0,1,0,0.74,4.0,1,0
unconfirmed,Manhattan,Chelsea,40.75013,-74.0033,False,flexible,Entire home/apt,2010,1133.0,227.0,1,75,1.61,4.0,1,331
verified,Manhattan,SoHo,40.72634,-74.00101,False,flexible,Entire home/apt,2012,1075.0,215.0,3,6,0.14,5.0,1,0
unconfirmed,Manhattan,Upper West Side,40.80193,-73.97038,True,moderate,Entire home/apt,2013,121.0,24.0,2,18,0.38,4.0,2,0
verified,Manhattan,Flatiron District,40.74334,-73.99204,False,strict,Entire home/apt,2013,309.0,62.0,1,0,0.74,2.0,1,0
verified,Manhattan,Chelsea,40.7457,-73.9939,False,flexible,Entire home/apt,2020,697.0,139.0,5,1,0.02,2.0,1,0
unconfirmed,Brooklyn,Flatbush,40.65353,-73.95611,False,strict,Private room,2015,714.0,143.0,1,0,0.74,5.0,1,0
verified,Manhattan,Chelsea,40.7438,-73.99751,False,strict,Private room,2004,989.0,198.0,2,259,5.44,5.0,1,47
verified,Manhattan,Tribeca,40.71978,-74.00968,True,moderate,Private room,2010,596.0,119.0,1,0,0.74,1.0,1,365
verified,Brooklyn,Fort Hamilton,40.61926,-74.03272,True,moderate,Private room,2018,50.0,10.0,1,15,0.39,3.0,1,22
verified,Manhattan,Upper West Side,40.79203,-73.96967,True,strict,Entire home/apt,2015,457.0,91.0,7,9,0.19,1.0,1,19
verified,Manhattan,Harlem,40.81095,-73.95296,False,moderate,Entire home/apt,2012,177.0,35.0,3,90,1.96,4.0,2,304
unconfirmed,Manhattan,East Village,40.7324,-73.98883,False,moderate,Private room,2019,668.0,134.0,4,3,0.08,1.0,1,0
unconfirmed,Manhattan,Washington Heights,40.83431,-73.9402,False,flexible,Private room,2006,628.0,126.0,2,2,0.04,3.0,1,0
verified,Manhattan,Upper West Side,40.80417,-73.96874,True,strict,Private room,2021,940.0,188.0,30,44,0.92,3.0,5,188
verified,Manhattan,Upper West Side,40.791,-73.9722,True,flexible,Private room,2018,188.0,38.0,5,42,1.49,5.0,1,221
verified,Manhattan,Lower East Side,40.71813,-73.99231,False,flexible,Entire home/apt,2004,704.0,141.0,6,13,0.27,2.0,1,0
unconfirmed,Brooklyn,Canarsie,40.63118,-73.89679,False,moderate,Entire home/apt,2009,1065.0,213.0,2,187,3.93,4.0,1,300
unconfirmed,Brooklyn,Fort Greene,40.6874,-73.97484,True,strict,Entire home/apt,2010,892.0,178.0,6,8,0.23,1.0,1,9
unconfirmed,Brooklyn,Williamsburg,40.71405,-73.94129,False,moderate,Private room,2008,468.0,94.0,1,1,0.02,3.0,2,0
verified,Brooklyn,Williamsburg,40.70854,-73.95281,True,moderate,Private room,2007,260.0,52.0,1,4,0.09,1.0,1,0
verified,Manhattan,Nolita,40.72118,-73.99575,True,flexible,Entire home/apt,2006,947.0,189.0,4,4,0.09,3.0,1,89
verified,Brooklyn,Williamsburg,40.71534,-73.96633,False,moderate,Entire home/apt,2008,205.0,41.0,2,132,3.14,2.0,1,257
verified,Manhattan,Harlem,40.81835,-73.94138,True,moderate,Private room,2021,987.0,197.0,1,2,0.04,2.0,1,0
verified,Manhattan,East Harlem,40.79106,-73.94588,False,moderate,Entire home/apt,2015,111.0,22.0,20,0,0.74,2.0,1,0
unconfirmed,Brooklyn,Bushwick,40.70189,-73.92872,False,moderate,Private room,2010,1056.0,211.0,1,1,0.02,2.0,1,0
verified,Brooklyn,Sheepshead Bay,40.60633,-73.95704,False,flexible,Private room,2012,589.0,118.0,3,60,1.29,2.0,3,334
